Qubit,T1 (us),T2 (us),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,Single-qubit gate length (ns),RX error,Z-axis rotation (rz) error,√x (sx) error,Pauli-X error,CZ error,Gate length (ns),RZZ error,MEASURE error,Operational
109,259.1725844423046,259.85289300538625,0.0042724609375,0.004638671875,0.00390625,2584.0,0.00017936140557928967,32.0,0.00017936140557928967,0,0.00017936140557928967,0.00017936140557928967,108:0.0020651967463604926;108:0.0020651967463604926;108:0.0012824536029985012;108:0.0012824536029985012;110:0.002018179586299379;110:0.002018179586299379;110:0.001368681280724704;110:0.001368681280724704;118:0.0021509031900670827;118:0.0021509031900670827;118:0.001152976463889649;118:0.001152976463889649,108:68.0;108:68.0;108:68.0;108:68.0;110:68.0;110:68.0;110:68.0;110:68.0;118:68.0;118:68.0;118:68.0;118:68.0,108:0.0021576029267197927;108:0.0021576029267197927;108:0.0010089133356987467;108:0.0010089133356987467;110:0.002186052396018906;110:0.002186052396018906;110:0.0015567717621812471;110:0.0015567717621812471;118:0.002063942756292292;118:0.002063942756292292;118:0.0009555880599160238;118:0.0009555880599160238,0.0042724609375,Yes
110,269.003409275525,348.6765527303869,0.00341796875,0.00537109375,0.00146484375,2584.0,0.00033278263496747747,32.0,0.00033278263496747747,0,0.00033278263496747747,0.00033278263496747747,109:0.002018179586299379;109:0.002018179586299379;109:0.001368681280724704;109:0.001368681280724704;111:0.0024832883108756865;111:0.0024832883108756865;111:0.007251727904286354;111:0.007251727904286354,109:68.0;109:68.0;109:68.0;109:68.0;111:68.0;111:68.0;111:68.0;111:68.0,109:0.002186052396018906;109:0.002186052396018906;109:0.0015567717621812471;109:0.0015567717621812471;111:0.001579800781395413;111:0.001579800781395413;111:0.0015754685918397404;111:0.0015754685918397404,0.00341796875,Yes
111,250.94530577073888,309.2491720475516,0.00537109375,0.00830078125,0.00244140625,2584.0,0.00012253916485057662,32.0,0.00012253916485057662,0,0.00012253916485057662,0.00012253916485057662,98:0.0026212191940589713;98:0.0026212191940589713;98:0.0021644969530779934;98:0.0021644969530779934;110:0.0024832883108756865;110:0.0024832883108756865;110:0.007251727904286354;110:0.007251727904286354;112:0.00129532980669686;112:0.00129532980669686;112:0.001488173381211877;112:0.001488173381211877,98:68.0;98:68.0;98:68.0;98:68.0;110:68.0;110:68.0;110:68.0;110:68.0;112:68.0;112:68.0;112:68.0;112:68.0,98:0.0024035066268000838;98:0.0024035066268000838;98:0.001764880231012761;98:0.001764880231012761;110:0.001579800781395413;110:0.001579800781395413;110:0.0015754685918397404;110:0.0015754685918397404;112:0.0013439952148767975;112:0.0013439952148767975;112:0.0012304980018744693;112:0.0012304980018744693,0.00537109375,Yes
112,263.65504773254503,400.65075891983264,0.004150390625,0.005859375,0.00341796875,2584.0,0.00015713275689484033,32.0,0.00015713275689484033,0,0.00015713275689484033,0.00015713275689484033,111:0.00129532980669686;111:0.00129532980669686;111:0.001488173381211877;111:0.001488173381211877;113:0.001242829904699122;113:0.001242829904699122;113:0.0016197826654723302;113:0.0016197826654723302,111:68.0;111:68.0;111:68.0;111:68.0;113:68.0;113:68.0;113:68.0;113:68.0,111:0.0013439952148767975;111:0.0013439952148767975;111:0.0012304980018744693;111:0.0012304980018744693;113:0.00112239605799494;113:0.00112239605799494;113:0.0008745100559280905;113:0.0008745100559280905,0.004150390625,Yes
113,260.3237939704669,312.5739862647307,0.0096435546875,0.0078125,0.011474609375,2584.0,0.00042158879512567415,32.0,0.00042158879512567415,0,0.00042158879512567415,0.00042158879512567415,112:0.001242829904699122;112:0.001242829904699122;112:0.0016197826654723302;112:0.0016197826654723302;114:0.003289069509105902;114:0.003289069509105902;114:0.002017384027154484;114:0.002017384027154484;119:0.0013377071875063373;119:0.0013377071875063373;119:0.0011325944389957154;119:0.0011325944389957154,112:68.0;112:68.0;112:68.0;112:68.0;114:68.0;114:68.0;114:68.0;114:68.0;119:68.0;119:68.0;119:68.0;119:68.0,112:0.00112239605799494;112:0.00112239605799494;112:0.0008745100559280905;112:0.0008745100559280905;114:0.0020360636751562966;114:0.0020360636751562966;114:0.001526728628460955;114:0.001526728628460955;119:0.0021441202645456625;119:0.0021441202645456625;119:0.0008586883013069757;119:0.0008586883013069757,0.0096435546875,Yes
114,275.0025182556586,389.6104154874362,0.0081787109375,0.009521484375,0.0068359375,2584.0,0.00026711519547816903,32.0,0.00026711519547816903,0,0.00026711519547816903,0.00026711519547816903,113:0.003289069509105902;113:0.003289069509105902;113:0.002017384027154484;113:0.002017384027154484;115:0.034576947255908624;115:0.034576947255908624;115:0.0414239313365293;115:0.0414239313365293,113:68.0;113:68.0;113:68.0;113:68.0;115:68.0;115:68.0;115:68.0;115:68.0,113:0.0020360636751562966;113:0.0020360636751562966;113:0.001526728628460955;113:0.001526728628460955;115:0.032219157057067294;115:0.032219157057067294;115:0.0316684405864143;115:0.0316684405864143,0.0081787109375,Yes
115,145.0807258648449,271.3797024285841,0.0059814453125,0.009521484375,0.00244140625,2584.0,0.0002282709868527911,32.0,0.0002282709868527911,0,0.0002282709868527911,0.0002282709868527911,99:0.010086631024429388;99:0.010086631024429388;99:0.01524726686782607;99:0.01524726686782607;114:0.034576947255908624;114:0.034576947255908624;114:0.0414239313365293;114:0.0414239313365293,99:68.0;99:68.0;99:68.0;99:68.0;114:68.0;114:68.0;114:68.0;114:68.0,99:0.01901421239046225;99:0.01901421239046225;99:0.016389284833213003;99:0.016389284833213003;114:0.032219157057067294;114:0.032219157057067294;114:0.0316684405864143;114:0.0316684405864143,0.0059814453125,Yes
116,219.55961156543376,299.35836947856984,0.0032958984375,0.005126953125,0.00146484375,2584.0,0.0003218002875408788,32.0,0.0003218002875408788,0,0.0003218002875408788,0.0003218002875408788,101:0.0014079817654758242;101:0.0014079817654758242;101:0.0008359100972408773;101:0.0008359100972408773;121:0.001881245011449012;121:0.001881245011449012;121:0.0035210922181312665;121:0.0035210922181312665,101:68.0;101:68.0;101:68.0;101:68.0;121:68.0;121:68.0;121:68.0;121:68.0,101:0.0017928769813340684;101:0.0017928769813340684;101:0.0014072282662762892;101:0.0014072282662762892;121:0.0013041613121924367;121:0.0013041613121924367;121:0.0013118507534077006;121:0.0013118507534077006,0.0032958984375,Yes
117,264.0047321245535,313.9653248300234,0.0062255859375,0.00927734375,0.003173828125,2584.0,0.000435836194939654,32.0,0.000435836194939654,0,0.000435836194939654,0.000435836194939654,105:0.0010912815314279567;105:0.0010912815314279567;105:0.001637207470253893;105:0.001637207470253893;125:0.0007772250519744173;125:0.0007772250519744173;125:0.0008112619958259015;125:0.0008112619958259015,105:68.0;105:68.0;105:68.0;105:68.0;125:68.0;125:68.0;125:68.0;125:68.0,105:0.0017422242944601096;105:0.0017422242944601096;105:0.00289575238999229;105:0.00289575238999229;125:0.001007806727277849;125:0.001007806727277849;125:0.0008687958580360644;125:0.0008687958580360644,0.0062255859375,Yes
118,285.0000400931519,395.0369191900925,0.040771484375,0.0439453125,0.03759765625,2584.0,0.00020401932555092685,32.0,0.00020401932555092685,0,0.00020401932555092685,0.00020401932555092685,109:0.0021509031900670827;109:0.0021509031900670827;109:0.001152976463889649;109:0.001152976463889649;129:0.002852447173153222;129:0.002852447173153222;129:0.006329818609284221;129:0.006329818609284221,109:68.0;109:68.0;109:68.0;109:68.0;129:68.0;129:68.0;129:68.0;129:68.0,109:0.002063942756292292;109:0.002063942756292292;109:0.0009555880599160238;109:0.0009555880599160238;129:0.0036485455470226247;129:0.0036485455470226247;129:0.0033292940226097023;129:0.0033292940226097023,0.040771484375,Yes
119,164.06159619430596,238.91060906530308,0.00244140625,0.00390625,0.0009765625,2584.0,0.00039257240567728495,32.0,0.00039257240567728495,0,0.00039257240567728495,0.00039257240567728495,113:0.0013377071875063373;113:0.0013377071875063373;113:0.0011325944389957154;113:0.0011325944389957154;133:0.002766217955036787;133:0.002766217955036787;133:0.005050186877804508;133:0.005050186877804508,113:68.0;113:68.0;113:68.0;113:68.0;133:68.0;133:68.0;133:68.0;133:68.0,113:0.0021441202645456625;113:0.0021441202645456625;113:0.0008586883013069757;113:0.0008586883013069757;133:0.002434530484928893;133:0.002434530484928893;133:0.0016307743028894095;133:0.0016307743028894095,0.00244140625,Yes
120,263.9172340172607,405.8059112992608,0.0045166015625,0.0068359375,0.002197265625,2584.0,0.0002397445910903527,32.0,0.0002397445910903527,0,0.0002397445910903527,0.0002397445910903527,121:0.0011904280398520317;121:0.0011904280398520317;121:0.0009844124691654743;121:0.0009844124691654743,121:68.0;121:68.0;121:68.0;121:68.0,121:0.0008884862065234311;121:0.0008884862065234311;121:0.0010425323275916887;121:0.0010425323275916887,0.0045166015625,Yes
121,309.36274815688375,342.79832742138933,0.0091552734375,0.008056640625,0.01025390625,2584.0,0.000404777055324042,32.0,0.000404777055324042,0,0.000404777055324042,0.000404777055324042,116:0.001881245011449012;116:0.001881245011449012;116:0.0035210922181312665;116:0.0035210922181312665;120:0.0011904280398520317;120:0.0011904280398520317;120:0.0009844124691654743;120:0.0009844124691654743;122:0.0013144408350942438;122:0.0013144408350942438;122:0.0014872295251889545;122:0.0014872295251889545,116:68.0;116:68.0;116:68.0;116:68.0;120:68.0;120:68.0;120:68.0;120:68.0;122:68.0;122:68.0;122:68.0;122:68.0,116:0.0013041613121924367;116:0.0013041613121924367;116:0.0013118507534077006;116:0.0013118507534077006;120:0.0008884862065234311;120:0.0008884862065234311;120:0.0010425323275916887;120:0.0010425323275916887;122:0.00209970562089834;122:0.00209970562089834;122:0.0022818199689434993;122:0.0022818199689434993,0.0091552734375,Yes
122,291.34883320392345,293.5571161311676,0.004638671875,0.00537109375,0.00390625,2584.0,0.0001234234948475569,32.0,0.0001234234948475569,0,0.0001234234948475569,0.0001234234948475569,121:0.0013144408350942438;121:0.0013144408350942438;121:0.0014872295251889545;121:0.0014872295251889545;123:0.001035608858946463;123:0.001035608858946463;123:0.0009251674357635686;123:0.0009251674357635686,121:68.0;121:68.0;121:68.0;121:68.0;123:68.0;123:68.0;123:68.0;123:68.0,121:0.00209970562089834;121:0.00209970562089834;121:0.0022818199689434993;121:0.0022818199689434993;123:0.0012855068964824634;123:0.0012855068964824634;123:0.0013689866547580976;123:0.0013689866547580976,0.004638671875,Yes
123,281.64449478234724,446.6026446786808,0.004150390625,0.005615234375,0.002685546875,2584.0,0.00020586457332380243,32.0,0.00020586457332380243,0,0.00020586457332380243,0.00020586457332380243,122:0.001035608858946463;122:0.001035608858946463;122:0.0009251674357635686;122:0.0009251674357635686;124:0.004187322362192825;124:0.004187322362192825;124:0.0028439961758094656;124:0.0028439961758094656;136:0.0011923646140363786;136:0.0011923646140363786;136:0.0031341964801220867;136:0.0031341964801220867,122:68.0;122:68.0;122:68.0;122:68.0;124:68.0;124:68.0;124:68.0;124:68.0;136:68.0;136:68.0;136:68.0;136:68.0,122:0.0012855068964824634;122:0.0012855068964824634;122:0.0013689866547580976;122:0.0013689866547580976;124:0.0036864868310069743;124:0.0036864868310069743;124:0.006512632170514315;124:0.006512632170514315;136:0.0009933322023611968;136:0.0009933322023611968;136:0.0010022530660581952;136:0.0010022530660581952,0.004150390625,Yes
124,269.94186258968,248.0390154258868,0.004150390625,0.00537109375,0.0029296875,2584.0,0.00015285388527484025,32.0,0.00015285388527484025,0,0.00015285388527484025,0.00015285388527484025,123:0.004187322362192825;123:0.004187322362192825;123:0.0028439961758094656;123:0.0028439961758094656;125:0.0017721625281170994;125:0.0017721625281170994;125:0.0012753849556260688;125:0.0012753849556260688,123:68.0;123:68.0;123:68.0;123:68.0;125:68.0;125:68.0;125:68.0;125:68.0,123:0.0036864868310069743;123:0.0036864868310069743;123:0.006512632170514315;123:0.006512632170514315;125:0.003650464516130325;125:0.003650464516130325;125:0.004661550673883352;125:0.004661550673883352,0.004150390625,Yes
125,306.5013123454653,211.19541033472876,0.004150390625,0.00732421875,0.0009765625,2584.0,0.0005123626922708669,32.0,0.0005123626922708669,0,0.0005123626922708669,0.0005123626922708669,117:0.0007772250519744173;117:0.0007772250519744173;117:0.0008112619958259015;117:0.0008112619958259015;124:0.0017721625281170994;124:0.0017721625281170994;124:0.0012753849556260688;124:0.0012753849556260688;126:0.0015162595330365514;126:0.0015162595330365514;126:0.0016264228252271251;126:0.0016264228252271251,117:68.0;117:68.0;117:68.0;117:68.0;124:68.0;124:68.0;124:68.0;124:68.0;126:68.0;126:68.0;126:68.0;126:68.0,117:0.001007806727277849;117:0.001007806727277849;117:0.0008687958580360644;117:0.0008687958580360644;124:0.003650464516130325;124:0.003650464516130325;124:0.004661550673883352;124:0.004661550673883352;126:0.001421091190730167;126:0.001421091190730167;126:0.0013933203723638377;126:0.0013933203723638377,0.004150390625,Yes
